NAME,OUTLET TYPE,PHONE NUMBER,STREET ADDRESS,PAYMENTS ACCEPTED,FARE MEDIA AVAILABLE,LAT,LON,CITY,Location
87th And Commercial,Ventra Retail Location,,8701 South Commercial Ave,Varies,Varies,41.737223,-87.551013,Chicago ,"8701 Commercial Ave
Chicago 60619
(41.47706001600045, -87.63591831799965)"
87th Rail Station,CTA Rail Station,1-888-YOURCTA,15 W. 87th Street,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.735372,-87.624717,Chicago,"15 87th Street
Chicago, IL 60620
(41.736281018000454, -87.62573124999966)"
"95th & Ashland Currency Exchange, Inc",Ventra Retail Location,,9459 S Ashland,Varies,Varies,41.723412,-87.662659,Chicago,"9459 Ashland
Chicago 60620
(41.742793047000475, -87.65344826099965)"
95th & Cicero C E,Ventra Retail Location,,9524 South Cicero Avenue,Varies,Varies,41.7192792,-87.7411208,Oak Lawn,"9524 Cicero Avenue
Oak Lawn 60453
(41.719635853000455, -87.74082460999966)"
95th & Cicero Currency,Currency Exchange,708-424-6300,9524 S. Cicero Avenue,Varies,Purchase Transit Cards and Passes.,41.719606,-87.740789,Oak Lawn,"9524 Cicero Avenue
Oak Lawn, IL 60453
(41.719635853000455, -87.74082460999966)"
95th & Kedzie Currency,Currency Exchange,708-424-7474,3200 W. 95th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.72283,-87.545551,Chicago,"3200 95th Street
Chicago, IL 60617
(41.72286278200045, -87.54549922399968)"
"95th & Kedzie Currency Exchange, Inc",Ventra Retail Location,,3200 W 95th St,Varies,Varies,41.720977,-87.70183,Evergreen Park,"3200 95th St
Evergreen Park 60805
(41.72074002500045, -87.70225069599968)"
95th & Ridgeland C E,Ventra Retail Location,,6326 West 95TH Streeet,Varies,Varies,41.7196361,-87.7782201,Oak lawn ,"6326 95TH
Oak lawn 60453
(41.719520350000494, -87.78469988999967)"
95th & State C E,Ventra Retail Location,,9435 South State Street,Varies,Varies,41.7224089,-87.6235184,Chicago ,"9435 State Street
Chicago 60619
(41.72247075300049, -87.62375030599969)"
95th & State Currency,Currency Exchange,773-785-1117,9435 S. State Street,Varies,Purchase Transit Cards and Passes.,41.722425,-87.623751,Chicago,"9435 State Street
Chicago, IL 60619
(41.72247075300049, -87.62375030599969)"
95th & Western Currency - Evergreen,Currency Exchange,708-425-0118,9627 S. Evergreen Plaza,Varies,Purchase Transit Cards and Passes.,41.718586,-87.681979,Evergreen Park,"9627 Evergreen Plaza
Evergreen Park, IL 60805
(41.72025115800045, -87.70058722599964)"
95th/Dan Ryan Rail Station,CTA Rail Station,1-888-YOURCTA,14 W. 95th Street,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.722377,-87.624342,Chicago,"14 95th Street
Chicago, IL 60620
(41.742793047000475, -87.65344826099965)"
A Western & Lake 24 Hour C E,Ventra Retail Location,,149 North Western Ave,Varies,Varies,41.8846463,-87.6861133,Chicago,"149 Western Ave
Chicago 60612
(41.88412358900047, -87.68646401699965)"
A Z Zenith C E,Ventra Retail Location,,1938 W. North Ave.,Varies,Varies,41.910691,-87.6765952,Chicago ,"1938 North Ave
Chicago 60622
(41.91048060300045, -87.67658014799969)"
A&R Food Mart,Ventra Retail Location,,5952 W. Grand Avenue,Varies,Varies,41.9204592,-87.7749735,Chicago,"5952 Grand Avenue
Chicago 60639
(41.920511974000476, -87.77517676099967)"
ABC Choice - 74th & Halsted,Ventra Retail Location,,7358 S. Halsted Street   ,Varies,Varies,41.7602681,-87.6443144,Chicago,"7358 Halsted Street
Chicago 60621
(41.75992690300046, -87.64429884599969)"
ABC Choice - 79th & Halsted,Ventra Retail Location,,7861 S. Halsted Street   ,Varies,Varies,41.7511853,-87.6440259,Chicago,"7861 Halsted Street
Chicago 60620
(41.7509684740005, -87.64400812299965)"
Aby Petroleum,Ventra Retail Location,,1008 E. Sibley Boulevard,Varies,Varies,41.6225835,-87.5937362,Dolton,"1008 Sibley Boulevard
Dolton 60419
(41.6226156030005, -87.59200580899966)"
Acme Currency,Currency Exchange,312-372-7748,205 W. Randolph Street,Varies,Purchase Transit Cards and Passes.,41.884469,-87.63408,Chicago,"205 Randolph Street
Chicago, IL 60606
(41.88442641600045, -87.63407019399966)"
Adams/Wabash Rail Station,CTA Rail Station,1-888-YOURCTA,201-23 S. Wabash Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.879507,-87.626037,Chicago,"201 Wabash Avenue
Chicago, IL 60604
(41.879434252000465, -87.62604820299964)"
Addison,Food Store,773-396-0262,940 W. Addison Street,Varies,Purchase Transit Cards and Passes.,41.947251,-87.653513,Chicago,"940 Addison Street
Chicago, IL 60657
(41.93995201700045, -87.65243587399965)"
Addison Western Currency,Currency Exchange,773-528-8105,3605 N. Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.946934,-87.688262,Chicago,"3605 Western Avenue
Chicago, IL 60618
(41.946870651000495, -87.68822462899965)"
Addison-North Main Rail Station,CTA Rail Station,1-888-YOURCTA,940 W. Addison Street,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.947428,-87.653626,Chicago,"940 Addison Street
Chicago, IL 60613
(41.94727874500046, -87.65340298499967)"
Addison-O'Hare Rail Station,CTA Rail Station,1-888-YOURCTA,3622 W. Addison Street,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.94738,-87.71906,Chicago,"3622 Addison Street
Chicago, IL 60618
(41.946508200000494, -87.71987563699969)"
Addison-Ravenswood Rail Station,CTA Rail Station,1-888-YOURCTA,1818-20 W. Addison Street,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.947028,-87.674642,Chicago,"1818 Addison Street
Chicago, IL 60613
(41.94695104200048, -87.67445662899968)"
AHS Wireless,Ventra Retail Location,,3358 W. Bryn Mawr Avenue,Varies,Varies,41.9830294,-87.7131899,Chicago,"3358 Bryn Mawr Avenue
Chicago 60659
(41.98306036500048, -87.71313734599966)"
Algonquin Wilke C E ,Ventra Retail Location,,1764 W Algonquin Road,Varies,Varies,42.0578445,-88.0064171,Arlington Heights,"1764 Algonquin Road
Arlington Heights 60004
(42.05141259400045, -87.99381866299967)"
Amalgamated Bank,Credit Unions/Banks,312-822-3225,One W. Monroe,Varies,Purchase Transit Cards and Passes.,41.880743,-87.62781,Chicago,"One Monroe
Chicago, IL 60603
(41.88079042200047, -87.62899891499967)"
Amber Food Mart,Ventra Retail Location,,3000 W. Addison Street,Varies,Varies,41.946896,-87.703095,Chicago,"3000 Addison Street
Chicago 60618
(41.946670336000466, -87.70309070899964)"
Americlean Dry Cleaners,Ventra Retail Location,,3327B Vollmer Road,Varies,Varies,41.5280463,-87.6971351,Flossmoor,"3327B Vollmer Road
Flossmoor 60422
(41.5280197240005, -87.69758416199966)"
Antioch 24 Hr C E,Ventra Retail Location,,320 WEST  IL RTE 173,Varies,Varies,42.4707334,-88.0926334,Chicago,"320 IL RTE
Chicago 60002
(42.46838289600049, -88.1060587939997)"
"Archer & 63rd Currency Exchange, Inc",Ventra Retail Location,,7655 1/2/ 63rd,Varies,Varies,41.776921,-87.812798,Summit,"7655 1
Summit 60501
(41.78441385500048, -87.80726580099969)"
Archer Currency,Currency Exchange,773-523-6300,4004 S. Archer Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.820974,-87.693023,Chicago,"4004 Archer Avenue
Chicago, IL 60632
(41.82094019600049, -87.69306009099967)"
Archer Halsted Currency,Currency Exchange,312-842-0233,2514 S. Halsted Street,Varies,Purchase Transit Cards and Passes.,41.846611,-87.646469,Chicago,"2514 Halsted Street
Chicago, IL 60608
(41.846710991000464, -87.64646063899966)"
Archer Nash Currency,Currency Exchange,773-586-2135,6611 W. Archer Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.79224,-87.78721,Chicago,"6611 Archer Avenue
Chicago, IL 60638
(41.792270259000475, -87.78725110899967)"
Argyle El Grocery,Food Store,773-728-3551,1120 W. Argyle,Varies,Purchase Transit Cards and Passes.,41.973262,-87.658638,Chicago,"1120 Argyle
Chicago, IL 60640
(41.971470687000476, -87.66114760999966)"
Argyle Rail Station,CTA Rail Station,1-888-YOURCTA,1118 W. Argyle Street,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.973453,-87.65853,Chicago,"1118 Argyle Street
Chicago, IL 60640
(41.973271051000495, -87.65824891699964)"
Armitage Kostner Currency,Currency Exchange,773-342-0995,4400 W. Armitage Avenue,Varies,Purchase Transit Cards and Passes.,41.917044,-87.736389,Chicago,"4400 Armitage Avenue
Chicago, IL 60639
(41.917050917000495, -87.73655068499966)"
Armitage Racine C E,Ventra Retail Location,,1164 W. Armitage Ave.,Varies,Varies,41.9181772,-87.6579069,Chicago ,"1164 Armitage Ave
Chicago 60614
(41.918070687000466, -87.65787053899965)"
Armitage Racine Currency,Currency Exchange,773-549-0079,1166 W. Armitage Avenue,Varies,Purchase Transit Cards and Passes.,41.918038,-87.657992,Chicago,"1166 Armitage Avenue
Chicago, IL 60614
(41.9180998970005, -87.65797629099967)"
Armitage Rail Station,CTA Rail Station,1-888-YOURCTA,944-46 W. Armitage Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.918217,-87.652644,Chicago,"944 Armitage Avenue
Chicago, IL 60614
(41.918119661000446, -87.65259606199965)"
Ashland & 47th Currency,Currency Exchange,773-523-2111,4655 S. Ashland Avenue,Varies,Purchase Transit Cards and Passes.,41.808829,-87.664977,Chicago,"4655 Ashland Avenue
Chicago, IL 60609
(41.80898065700046, -87.66498012199969)"
Ashland & 59th C E,Ventra Retail Location,,5913 South Ashland,Varies,Varies,41.7862889,-87.66399,Chicago ,"5913 Ashland
Chicago 60636
(41.77666236500045, -87.66772594899965)"
Ashland & 59th St Currency,Currency Exchange,773-434-7615,5913 S. Ashland Avenue,Varies,Purchase Transit Cards and Passes.,41.786318,-87.664385,Chicago,"5913 Ashland Avenue
Chicago, IL 60636
(41.78628069500047, -87.66439015299966)"
Ashland & 74th C E,Ventra Retail Location,,7315 South Ashland,Varies,Varies,41.760829,-87.663271,Chicago ,"7315 Ashland
Chicago 60620
(41.742793047000475, -87.65344826099965)"
Ashland & 79th C E,Ventra Retail Location,,7901 South Ashland,Varies,Varies,41.750155,-87.663043,Chicago ,"7901 Ashland
Chicago 60620
(41.742793047000475, -87.65344826099965)"
Ashland & 79th Currency,Currency Exchange,773-874-2439,7901 S. Ashland Avenue,Varies,Purchase Transit Cards and Passes.,41.750266,-87.663434,Chicago,"7901 Ashland Avenue
Chicago, IL 60620
(41.75024385900048, -87.66339815899966)"
Ashland & Division Currency,Currency Exchange,773-276-5460,1545 W. Division Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.903354,-87.66699,Chicago,"1545 Division Street
Chicago, IL 60642
(41.90336065000048, -87.66692056499966)"
Ashland Division C E,Ventra Retail Location,,1545 W. Division St,Varies,Varies,41.9032323,-87.6669359,Chicago ,"1545 Division St
Chicago 60622
(41.50300996900046, -87.66455466199966)"
Ashland Liquor and Food,Ventra Retail Location,,1554 W. 95th Street,Varies,Varies,41.7213766,-87.6622601,Chicago,"1554 95th Street
Chicago 60643
(41.7213161680005, -87.66164202199968)"
Ashland/63rd Rail Station,CTA Rail Station,1-888-YOURCTA,6315 S. Ashland Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.77886,-87.663766,Chicago,"6315 Ashland Avenue
Chicago, IL 60636
(41.779205498000465, -87.66418605099966)"
Ashland-Lake Rail Station,CTA Rail Station,1-888-YOURCTA,1601 W. Lake Street,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.885269,-87.666969,Chicago,"1601 Lake Street
Chicago, IL 60607
(41.88535133300047, -87.66692610299964)"
Ashland-Midway Rail Station,CTA Rail Station,1-888-YOURCTA,3011 S. Ashland Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.839234,-87.665317,Chicago,"3011 Ashland Avenue
Chicago, IL 60608
(41.839304651000475, -87.66573640999968)"
Augusta Citgo,Ventra Retail Location,,1949 W. Augusta Boulevard  ,Varies,Varies,41.8995447,-87.6764759,Chicago,"1949 Augusta Boulevard
Chicago 60622
(41.89956042300048, -87.67678064599966)"
Aurora New York Street C E,Ventra Retail Location,,1001 E. New York Street,Varies,Varies,41.753837,-88.290825,Aurora,"1001 New York Street
Aurora 60505
(41.75408016400047, -88.29095060799966)"
"Austin & Archer Currency Exchange, Inc",Ventra Retail Location,,6177 S Archer,Varies,Varies,41.793904,-87.773498,Chicago,"6177 Archer
Chicago 60638
(41.78470062600047, -87.77286639199968)"
"Austin Chicago Currency Exchange, Inc.",Ventra Retail Location,,5946 W Chicago,Varies,Varies,41.895138,-87.774163,Chicago,"5946 Chicago
Chicago 60651
(41.902493725000454, -87.73697664699966)"
Austin-Congress Rail Station,CTA Rail Station,1-888-YOURCTA,1050 S. Austin Blvd,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.870851,-87.776812,Oak Park,"1050 Austin Blvd
Oak Park, IL 60304
(41.866905630000474, -87.77420271999966)"
Austin-Lake Rail Station,CTA Rail Station,1-888-YOURCTA,351 N. Austin Blvd,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.887293,-87.774135,Chicago,"351 Austin Blvd
Chicago, IL 60644
(41.886361614000464, -87.77479085599964)"
Azteca #2 28th Street C E,Ventra Retail Location,,2800 South Cicero Avenue,Varies,Varies,41.8420043,-87.7441474,Chicago ,"2800 Cicero Avenue
Chicago 60804
(41.841612625000494, -87.74398087499969)"
Azteca #3 New 39th & Kedzie C E,Ventra Retail Location,,3901 South Kedzie Avenue,Varies,Varies,41.822335,-87.704165,Chicago,"3901 Kedzie Avenue
Chicago 60632
(41.822497959000486, -87.70442137599969)"
Azteca 26th C E,Ventra Retail Location,,4327 West 26th Street,Varies,Varies,41.843871,-87.732119,Chicago ,"4327 26th Street
Chicago 60623
(41.84416099100048, -87.73201069199968)"
Babylon,Ventra Retail Location,,2023 N. Damen Street,Varies,Varies,41.918479,-87.677284,Chicago,"2023 Damen Street
Chicago 60647
(41.92057329200048, -87.69937931399966)"
Baltimore Food & Liquor,Food Store,773-646-5520,13322 S. Baltimore,Varies,Purchase Transit Cards and Passes.,41.652964,-87.547152,Chicago,"13322 Baltimore
Chicago, IL 60633
(41.65278191300047, -87.55164912699968)"
Baltimore Food & Liquors,Ventra Retail Location,,13322 S. Baltimore Street,Varies,Varies,41.652855,-87.547524,Chicago,"13322 Baltimore Street
Chicago 60633
(41.65278191300047, -87.55164912699968)"
Bead In Hand,Ventra Retail Location,,145 Harrison Street,Varies,Varies,41.8726996,-87.7788822,Oak Park,"145 Harrison Street
Oak Park 60304
(41.872700720000466, -87.77893047799967)"
Bellwood C E,Ventra Retail Location,708-547-6996,601 Mannheim Road,Varies,Varies,41.881248,-87.882864,Bellwood ,"601 Mannheim Road
Bellwood 60104
(41.88150234800048, -87.88319750099964)"
Bellwood Currency,Currency Exchange,708-547-6996,601 Mannheim Road,Varies,Purchase Transit Cards and Passes.,41.881563,-87.883239,Hillside,"601 Mannheim Road
Hillside, IL 60104
(41.88150234800048, -87.88319750099964)"
Belmont & Central Currency,Currency Exchange,773-685-0202,5559 W. Belmont,Varies,"Purchase Chicago Cards, Transit Cards, and Passes AND add value to Chicago Cards using Touch-n-Go.",41.938575,-87.766438,Chicago,"5559 Belmont
Chicago, IL 60641
(41.947920757000475, -87.74363753999967)"
"Belmont & Central Currency Exchange, Inc",Ventra Retail Location,,5559 W Belmont,Varies,Varies,41.938855,-87.766578,Chicago,"5559 Belmont
Chicago 60641
(41.947920757000475, -87.74363753999967)"
Belmont Cicero Currency,Currency Exchange,773-736-0118,3200 N. Cicero Avenue,Varies,Purchase Transit Cards and Passes.,41.938871,-87.746874,Chicago,"3200 Cicero Avenue
Chicago, IL 60641
(41.939060663000475, -87.74687052599967)"
Belmont-North Main Rail Station,CTA Rail Station,1-888-YOURCTA,945 W. Belmont Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and Passes AND add value to Transit Cards and Chicago Cards.,41.939751,-87.65338,Chicago,"945 Belmont Avenue
Chicago, IL 60657
(41.939855897000484, -87.65338399999968)"
Belmont-O'Hare Rail Station,CTA Rail Station,1-888-YOURCTA,3355 W. Belmont Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.938132,-87.712359,Chicago,"3355 Belmont Avenue
Chicago, IL 60618
(41.93928006900046, -87.71168990899969)"
Belvidere Green Bay C E  #1,Ventra Retail Location,,2856 Belvidere Road,Varies,Varies,42.3494302,-87.8725571,Waukegan,"2856 Belvidere Road
Waukegan 60085
(42.349480291000475, -87.87229067799967)"
Ben Salem Food Mart,Ventra Retail Location,,3452 W. Chicago Avenue   ,Varies,Varies,41.8954964,-87.7132097,Chicago,"3452 Chicago Avenue
Chicago 60651
(41.895551294000484, -87.71306203499967)"
Berbati Fruit Market,Ventra Retail Location,,3956 N. Narragansett Avenue,Varies,Varies,41.9524142,-87.7865479,Chicago,"3956 Narragansett Avenue
Chicago 60634
(41.95239149100047, -87.78654953599965)"
Berwyn Rail Station,CTA Rail Station,1-888-YOURCTA,1121 W. Berwyn Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.977984,-87.658668,Chicago,"1121 Berwyn Avenue
Chicago, IL 60640
(41.9781262890005, -87.65867991899967)"
Best Food Mart,Ventra Retail Location,,2451 N. Lincoln Avenue,Varies,Varies,41.9267582,-87.650356,Chicago,"2451 Lincoln Avenue
Chicago 60614
(41.92656070300046, -87.65031041499964)"
Better Business Planning,Ventra Retail Location,,125 W. Orchard Street,Varies,Varies,41.972161,-88.013789,Itasca,"125 Orchard Street
Itasca 60143
(41.97183042100045, -88.01378060599967)"
Beverly Hills Food Mart,Ventra Retail Location,,2156 W. 95th Street,Varies,Varies,41.721274,-87.677047,Chicago,"2156 95th Street
Chicago 60643
(41.72108110100049, -87.67704106199966)"
Bharat Bazaar,Ventra Retail Location,,3900 W. Lawrence Avenue   ,Varies,Varies,41.968368,-87.7257627,Chicago,"3900 Lawrence Avenue
Chicago 60625
(41.9682862680005, -87.72571952799967)"
Big Daddy Food Mart,Ventra Retail Location,,3845 W. Roosevelt Road   ,Varies,Varies,41.865929,-87.721883,Chicago,"3845 Roosevelt Road
Chicago 60624
(41.86622028500045, -87.72188097799966)"
Big Dollar Plus,Ventra Retail Location,,7119 S. State Street,Varies,Varies,41.7652535,-87.6248732,Chicago,"7119 State Street
Chicago 60619
(41.764850554000475, -87.62486375599968)"
Blue Island Currency,Currency Exchange,708-388-0358,12956 S. Western Avenue,Varies,Purchase Transit Cards and Passes.,41.657763,-87.680081,Blue Island,"12956 Western Avenue
Blue Island, IL 60406
(41.65753347000049, -87.68011009799966)"
Bolingbrook C E,Ventra Retail Location,,275 S. Bolingbrook Dr.,Varies,Varies,41.6915328,-88.0683483,Bolingbrook,"275 Bolingbrook Dr
Bolingbrook 60440
(41.70448035600049, -88.06852945399964)"
